gene_id,Ah11_30_21,Ah11_30_22,Ah11_34_21,Ah11_34_22,Ah17_30_21,Ah17_30_22,Ah17_34_21,Ah17_34_22,Ah2_30_21,Ah2_30_22,Ah2_34_21,Ah2_34_22,Ah4_30_21,Ah4_30_22,Ah4_34_21,Ah4_34_22,Ah8_30_21,Ah8_30_22,Ah8_34_22
ahya_s0020.g176,3656,1877,1250,6022,2371,3737,4118,8307,1427,3372,3290,5537,7097,3336,1383,8075,5016,2988,3860
ahya_s0020.g178,3026,1068,777,2978,2546,2000,2184,2410,1487,1883,863,1976,2827,1812,962,3361,1194,1526,2147
ahya_s0020.g179,2626,574,523,1888,1625,1307,1964,1373,916,1062,184,1071,2465,949,991,1608,603,879,1341
ahya_s0020.g180,367,189,40,457,438,392,632,315,239,267,0,280,316,282,128,377,127,148,291
ahya_s0020.g181,1421,404,412,1146,679,453,1034,500,1427,488,179,502,747,583,301,747,385,524,816
ahya_s0020.g182,339,167,34,586,188,302,274,423,90,242,20,356,404,362,147,924,54,198,478
ahya_s0020.g183,3647,704,2023,2795,2479,2044,2583,2996,2904,1488,1128,2359,5031,1428,1040,2707,4495,1369,1970
ahya_s0020.g184,280,181,52,499,443,360,405,306,100,386,536,319,236,444,108,510,265,253,417
ahya_s0020.g185,539,375,79,283,582,545,1764,245,509,1196,620,140,44,262,56,294,1990,242,288
ahya_s0020.g186,7397,2456,1169,6317,3784,2752,8537,5976,2776,6026,5492,2182,674,1622,385,3672,5644,766,2147
ahya_s0020.g188,141,174,24,226,367,377,1142,161,0,346,165,122,1398,1210,52,408,430,242,540
ahya_s0020.g189,850,461,108,466,392,337,2034,936,8,141,157,737,741,210,38,276,164,72,399
ahya_s0020.g190,7806,5443,2389,5296,1056,809,1649,412,177,571,200,300,1226,1149,57,460,667,5812,7996
ahya_s0020.g191,3326,2146,1400,4597,3929,3722,1020,2863,581,3548,1167,2837,2545,2911,640,3329,537,2844,3030
ahya_s0020.g192,2419,1351,876,2398,2971,2685,2737,2062,1424,2445,2506,1765,4141,2534,1167,2680,997,2143,2130
ahya_s0020.g193,18,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,6,4
ahya_s0020.g194,847,1005,104,1215,1366,1523,563,317,13,1417,45,515,583,1566,380,1122,91,1367,1272
ahya_s0020.g195,1823,488,581,1449,793,601,795,863,293,556,538,853,1086,566,527,1431,458,620,1131
ahya_s0020.g196,2553,1035,1181,3217,2260,2417,2032,2767,2522,2214,3996,2843,3352,1427,1721,3402,1396,1323,2688
ahya_s0020.g197,4285,1755,1649,5225,3449,3118,3965,3364,3435,2840,2791,3236,6491,2705,1449,4687,2990,2040,3552
ahya_s0020.g198,339,281,300,682,486,517,203,496,18,534,157,379,286,487,89,401,60,440,558
ahya_s0020.g199,223,378,132,262,413,359,783,71,50,433,65,123,279,453,132,414,11,590,372
ahya_s0020.g200,689,263,180,698,605,1086,614,1320,276,919,285,1019,1781,843,300,1457,241,513,799
ahya_s0020.g201,281,427,61,490,731,890,370,100,103,784,168,186,457,684,169,461,0,481,490
ahya_s0020.g202,1242,531,490,1639,1111,1565,716,1390,879,1556,1741,1452,794,1177,695,1485,246,934,972
ahya_s0020.g203,1535,1114,579,2443,1440,1648,1124,2669,181,1489,272,1960,3018,1764,660,2147,509,1372,1606
ahya_s0020.g205,4884,1792,1967,4059,3458,4190,2213,2817,822,3741,1639,2871,1718,3093,2255,2502,678,2672,2352
ahya_s0020.g206,32,27,14,27,0,83,17,122,6,57,0,109,40,43,0,32,0,22,33
ahya_s0020.g212,1127,740,255,2516,1324,1672,322,3248,103,1715,443,2600,1417,1650,400,3139,62,899,2281
ahya_s0020.g213,1260,346,545,1607,793,592,1005,978,573,640,4614,896,1271,652,1182,1658,164,455,915
ahya_s0020.g215,196,91,139,213,197,188,330,238,209,185,1272,231,387,209,331,447,75,63,91
ahya_s0020.g216,95,82,73,137,200,89,98,62,0,205,0,53,89,242,60,172,16,183,84
ahya_s0020.g217,1440,457,314,1381,1935,734,2170,1440,1219,559,1290,978,3389,849,970,2033,1455,573,1111
ahya_s0020.g219,739,270,419,692,537,919,507,401,396,1078,455,564,250,535,226,469,283,759,772
ahya_s0020.g220,1435,672,227,1670,787,1230,635,1175,507,1098,934,849,1367,1183,522,1465,204,898,1073
ahya_s0020.g221,1425,988,657,4534,1594,2072,1686,3456,559,2015,1357,3592,2309,1697,640,5297,504,1803,4647
ahya_s0020.g222,990,571,320,1302,787,1069,523,1035,154,1067,682,856,1197,813,276,1062,439,663,810
ahya_s0020.g224,89,153,12,29,615,341,229,23,0,281,65,56,53,238,52,35,105,981,189
ahya_s0020.g226,1041,732,326,1443,1617,2061,947,1395,256,1938,799,1811,3620,1676,559,2161,281,1383,1594
ahya_s0020.g227,1373,731,304,2224,2403,1837,841,2107,180,1705,548,1658,2706,1534,344,2255,608,1308,1219
ahya_s0020.g229,511,379,225,800,479,513,332,566,35,569,12,501,879,654,227,1035,37,550,957
ahya_s0020.g230,408,160,114,415,376,348,474,229,167,397,116,260,670,566,249,915,83,165,292
ahya_s0020.g231,942,432,494,2174,986,1193,1116,1987,200,1232,635,1997,2271,993,1256,3015,175,710,2275
ahya_s0020.g232,3676,1793,1021,4977,2434,3602,2438,2872,305,3113,618,3115,2305,2885,964,4521,348,2441,2967
ahya_s0020.g233,116,41,0,57,82,142,23,48,8,103,0,32,44,46,4,22,6,22,40
ahya_s0020.g234,5296,3010,1415,7885,5742,5649,3976,2938,2366,5397,1233,3270,4906,5723,2040,5385,2672,4742,4619
ahya_s0020.g235,1391,539,297,1301,1102,638,1581,571,357,593,282,535,1612,778,413,1262,621,761,938
ahya_s0020.g236,2108,797,639,2454,1208,1674,989,1812,243,1630,3355,1700,1309,1711,1117,2261,551,1210,1740
ahya_s0020.g238,382,413,162,1475,763,531,375,933,17,531,19,750,766,1054,182,1748,71,650,1110
ahya_s0020.g239,1367,1475,192,1424,2249,2800,2086,679,220,2796,321,776,1636,3512,426,1212,506,2155,1382
ahya_s0020.g240,4224,2328,418,2166,4365,2925,3821,1021,221,2905,576,1075,2044,3422,636,1424,1271,3374,1230
ahya_s0020.g241,109,42,0,154,72,113,29,58,0,102,0,59,68,54,0,85,0,64,120
ahya_s0020.g243,2068,1217,445,3599,1704,2623,1604,3479,702,2609,4604,3103,3900,2275,958,5029,470,1572,3413
ahya_s0020.g244,3558,1199,1017,3051,2988,2750,3290,2010,1520,2378,1932,2114,5465,2367,1126,3329,2860,2107,3094
ahya_s0020.g245,2190,1151,448,2706,2242,2911,1849,1863,327,2922,782,1791,1974,2426,776,2935,472,2091,1946
ahya_s0020.g246,61,15,0,29,0,24,9,35,0,56,0,14,0,45,0,30,0,14,18
ahya_s0020.g247,11,29,3,62,81,54,0,53,0,59,0,50,0,32,0,18,4,96,39
ahya_s0020.g248,80,87,41,367,93,188,80,185,7,200,93,167,146,261,35,311,15,133,207
ahya_s0020.g252,35,22,0,41,27,35,16,22,0,28,0,33,24,14,19,33,0,24,5
ahya_s0020.g253,3092,1966,990,5659,2904,3934,3275,3026,563,3830,1003,3471,3447,3506,1035,5050,1022,3200,4416
ahya_s0020.g254,1004,1270,629,2475,2735,1918,702,1490,161,1864,422,1568,1252,2579,327,3489,189,2155,1610
ahya_s0020.g255,2287,1027,511,2540,1680,2037,2139,1460,891,1872,1080,1244,2083,2105,974,2911,1090,1198,1154
ahya_s0020.g256,10464,1567,6058,5150,8038,3025,5338,3731,14099,3037,13817,3781,6037,3513,5998,6287,7584,2281,4179
ahya_s0020.g257,36122,26840,7068,73813,33963,48366,23671,65479,9037,52771,44702,58895,71211,60421,13878,104679,24400,30233,52882
ahya_s0020.g258,1014,1188,470,1383,1222,2750,450,809,97,2875,56,769,966,2371,315,817,225,2552,1016
ahya_s0020.g259,346,130,170,623,308,366,236,413,13,359,125,277,313,271,96,412,29,250,420
ahya_s0020.g260,8168,2727,2366,9655,4185,3661,7788,4795,1673,3443,1795,4086,10033,3119,2502,8181,1598,2883,4615
ahya_s0020.g261,1839,561,803,1028,1705,1462,1450,1271,2573,1397,440,1226,1940,634,857,648,969,594,619
ahya_s0020.g263,3203,1232,611,2393,2788,2329,3680,2352,1199,2282,914,1799,4740,2413,1061,2989,1121,2124,1968
ahya_s0020.g264,62,25,6,25,0,16,8,0,0,17,0,4,13,25,0,11,0,11,32
ahya_s0020.g266,131,89,54,236,122,253,158,182,28,298,167,186,138,166,59,90,49,124,147
ahya_s0020.g268,1131,487,49,418,1036,717,863,45,36,868,209,71,232,197,49,219,1110,465,345
ahya_s0020.g270,2516,1169,447,2651,1738,2312,2030,1672,966,2190,1758,1705,2849,2369,990,3589,1521,1454,2247
ahya_s0020.g271,225,119,92,303,150,336,58,415,67,332,150,248,206,263,94,255,49,178,155
ahya_s0020.g272,1407,643,262,1139,1011,1530,1611,1391,247,1266,137,944,1989,1201,500,1264,340,1035,966
ahya_s0020.g273,9192,1725,3240,3865,6044,3774,4417,2558,3059,3866,2932,3002,3314,4709,2150,5342,3934,2607,2918
ahya_s0020.g274,675,309,85,998,270,620,618,1247,1301,617,704,1380,1758,350,719,2241,420,322,877
ahya_s0020.g275,2343,1047,1387,3700,1616,1830,2054,3637,317,1664,1338,2728,6220,1781,1920,4589,335,1655,2320
ahya_s0020.g276,430,220,103,314,0,417,0,327,322,414,401,335,0,314,9,370,0,0,1
ahya_s0020.g277,8,15,16,15,105,30,109,21,0,21,0,23,90,8,31,28,52,0,8
ahya_s0020.g278,401,211,94,338,100,154,134,140,106,157,40,81,229,63,94,141,25,35,18
ahya_s0020.g279,28,36,10,12,0,116,22,103,0,78,36,66,162,139,60,238,0,23,20
ahya_s0020.g280,103,30,18,27,239,263,322,171,69,177,12,126,266,282,27,239,28,112,155
ahya_s0020.g281,1172,394,139,908,760,1087,465,721,325,1023,92,704,958,922,380,1038,96,618,587
ahya_s0020.g282,1349,482,509,1802,1574,823,1438,2263,327,757,295,1560,4186,921,1162,2926,705,757,1308
ahya_s0020.g283,7650,2213,1008,4451,7885,4296,6831,4428,3655,4563,2973,4163,6755,4642,4599,5189,4759,2602,3062
ahya_s0020.g284,406,61,111,349,263,215,281,1066,0,295,42,480,602,262,272,719,439,399,363
ahya_s0020.g285,248,25,56,164,190,70,316,159,0,57,0,70,439,249,56,364,559,174,102
ahya_s0020.g286,99,88,4,170,62,142,97,172,0,146,5,106,138,154,37,215,28,114,91
ahya_s0020.g287,124,89,95,267,159,458,274,399,19,408,212,419,449,241,102,367,84,270,183
ahya_s0020.g288,11568,1375,1181,2051,4884,1831,3494,2198,5120,2111,8343,1562,4339,2498,2893,2370,3953,942,987
ahya_s0020.g290,50,16,9,130,50,195,53,99,18,182,80,56,115,189,116,223,0,77,116
ahya_s0020.g291,111,71,32,487,131,118,77,340,63,126,214,282,332,204,64,749,0,77,415
ahya_s0020.g292,405,138,127,462,545,369,483,142,93,305,0,170,361,367,686,418,44,446,304
ahya_s0020.g293,1247,928,181,1697,1356,360,1354,136,97,415,207,192,855,227,119,215,171,2510,3179
ahya_s0020.g294,212,285,135,586,80,83,55,30,0,67,0,27,3,67,0,43,7,30,13
ahya_s0020.g295,942,224,520,629,980,647,609,196,586,618,38,281,304,336,423,418,372,414,404
ahya_s0020.g296,22,64,32,257,50,200,17,133,7,238,0,97,18,101,0,195,0,145,204
ahya_s0020.g297,1468,796,360,1707,1617,963,1537,1228,245,893,444,1003,1529,997,410,1663,575,930,1101
ahya_s0020.g298,190,96,52,384,103,22,134,26,0,18,0,31,20,43,15,31,64,138,229
ahya_s0020.g300,179,346,81,281,127,2908,248,1106,138,3979,725,1315,1098,1308,401,963,240,459,355
ahya_s0020.g301,545,1282,151,714,322,8783,457,2360,1564,12433,765,2790,5746,2664,1864,1867,445,1254,699
ahya_s0020.g302,8368,4326,2179,13369,6217,7089,6430,19130,4092,5945,3663,15970,20637,5707,2279,20085,17576,6379,8887
ahya_s0020.g303,2767,2448,651,3246,4931,5680,2877,2425,637,5658,1355,2741,1493,4610,683,2856,1292,4153,2967
ahya_s0020.g305,270,333,53,178,55,217,135,253,12,321,56,127,182,303,16,217,76,289,334
ahya_s0020.g306,206,142,212,348,69,200,44,107,0,148,131,179,262,88,49,53,0,237,137
ahya_s0020.g307,791,628,174,1359,1400,1036,953,885,74,999,94,695,1136,1373,357,1062,546,875,702
ahya_s0020.g308,3637,956,1298,5117,2991,2309,2366,6865,4238,2235,5359,6364,4127,1501,805,5821,1497,1444,3308
ahya_s0020.g309,3554,1305,858,3699,2920,2976,3230,3119,2024,2729,6616,3028,3519,2242,2151,4350,1448,1491,2652
ahya_s0020.g310,890,348,792,691,453,909,409,1207,163,1207,166,1213,5110,2842,42,2439,935,482,151
ahya_s0020.g312,1267,352,743,1176,874,523,1294,1437,782,530,232,912,1372,511,312,1030,1314,542,706
ahya_s0020.g313,11268,2522,2236,7016,6949,4541,4532,10985,4717,4766,8464,6780,9876,4734,3455,9643,4307,2796,5023
ahya_s0020.g314,482,297,193,2054,400,999,320,2186,32,900,125,1901,326,638,153,1382,76,375,655
ahya_s0020.g315,1873,794,474,2626,803,1087,1203,2369,695,1172,1206,1614,1806,1061,353,2008,1310,879,1748
ahya_s0020.g316,1402,965,423,3841,1404,1649,1168,1915,233,1702,1911,1735,1696,1704,528,3581,222,1125,2644
ahya_s0020.g317,2342,705,496,2647,2127,1577,3651,2537,1563,1435,1504,2573,3985,1487,1671,4574,1094,948,2158
ahya_s0020.g318,347,224,41,768,386,988,1020,1723,293,946,446,1385,212,232,26,398,136,507,1020
ahya_s0020.g320,1241,655,351,1247,1097,1199,833,616,223,1245,159,830,1293,1074,581,1452,1315,799,785
ahya_s0020.g321,857,176,187,500,343,289,340,341,203,314,58,358,924,484,479,1142,45,305,412
ahya_s0020.g322,1380,580,469,1537,1214,990,897,1065,1090,898,225,894,1425,1195,454,1505,265,959,1200
ahya_s0020.g323,1245,533,531,1421,1031,1017,1319,824,185,797,229,619,1239,885,634,1152,538,712,903
ahya_s0020.g324,148,52,31,207,122,145,118,62,0,173,68,68,89,156,50,209,38,121,212
ahya_s0020.g325,422,139,97,416,511,803,670,1025,86,791,489,760,964,709,215,1452,110,404,556
ahya_s0020.g326,43345,13462,10279,28316,38500,11029,36838,12367,2769,10296,3636,8667,43462,23417,9106,27482,30955,18691,19169
ahya_s0020.g327,2924,801,1138,1729,2335,1283,2791,1257,1387,1421,879,1174,2370,1647,753,2196,2419,1128,1222
ahya_s0020.g328,817,444,145,1207,468,1065,388,787,2,909,91,675,250,767,197,1176,0,787,897
ahya_s0020.g329,692,400,434,1330,230,618,530,2881,426,682,361,2116,1804,442,127,2638,4851,355,445
ahya_s0020.g330,19351,4895,16013,36050,17096,9363,16833,104030,24487,9602,41154,78848,37335,9481,14772,30261,128837,5969,19979
ahya_s0020.g331,108,91,21,112,142,211,105,280,21,350,0,182,157,87,33,314,124,77,70
ahya_s0020.g332,1043,668,291,2391,1744,1915,1298,2153,131,1738,295,2316,3360,1677,724,3409,261,1527,2369
ahya_s0020.g333,940,545,262,1168,1104,1114,863,1080,127,951,735,967,1715,1046,266,1478,156,723,1104
ahya_s0020.g334,11877,9276,2191,18874,11185,21473,16086,51223,5152,20456,13891,46610,164771,19645,3520,23801,7988,11572,20753
ahya_s0020.g335,8468,660,1818,925,5907,1754,7314,209,11006,1768,1476,256,3055,1635,1437,889,3681,1618,823
ahya_s0020.g336,1558,263,121,625,846,392,676,86,1104,241,522,194,353,577,573,767,532,404,330
ahya_s0020.g337,4,14,0,20,169,57,148,19,417,71,110,21,468,0,365,0,112,105,37
ahya_s0114.g3,8796,2962,2295,9752,5428,6620,8158,5964,4689,6346,6818,5588,10304,5327,2933,8056,4443,3667,5620
ahya_s0114.g5,0,0,0,4,0,7,0,0,0,17,0,4,9,3,0,8,0,0,4
ahya_s0114.g9,0,0,0,0,99,0,22,1,0,0,0,0,373,0,0,0,75,377,376
ahya_s0114.g20,774,476,368,1381,838,1069,335,1001,123,1120,402,851,904,1253,219,1009,66,1011,1074
ahya_s0114.g42,6296,1689,2227,3757,3796,3833,4110,1711,2330,2804,1213,1824,2470,1721,1110,2557,3940,2294,2155
ahya_s0114.g55,2569,2855,1243,4886,2723,3794,1138,2748,147,3583,1115,2783,1945,3327,865,2907,301,2980,2719
ahya_s0114.g57,21922,18113,5483,91123,17721,58236,12305,34128,1960,43855,5326,54376,36817,42404,8168,55024,672,33153,35483
ahya_s0114.g68,50,23,4,67,32,66,86,7,0,65,0,14,66,73,4,67,32,44,34
ahya_s0114.g1,89,90,13,26,3,35,8,68,0,29,0,25,13,50,0,46,4,27,40
ahya_s0114.g2,663,335,249,513,351,1498,288,706,208,1488,700,683,263,272,125,428,171,304,201
ahya_s0114.g4,3270,1112,557,4385,2022,2214,3044,3979,1463,1843,471,3088,4452,1839,881,5930,754,1655,3425
ahya_s0114.g6,162,135,23,89,57,226,62,223,13,199,22,181,90,83,35,80,0,60,41
ahya_s0114.g7,456,332,220,495,585,1291,160,524,77,939,0,455,675,340,385,570,21,509,421
ahya_s0114.g8,19,5,6,15,0,62,0,63,0,49,0,30,23,54,12,53,0,13,10
ahya_s0114.g10,343,140,12,455,151,325,62,118,19,210,47,102,112,161,83,386,24,266,197
ahya_s0114.g11,502,637,81,239,372,577,333,566,69,573,41,445,292,681,138,458,63,594,361
ahya_s0114.g12,195,77,25,185,244,123,149,95,19,131,0,106,122,148,22,88,37,170,168
ahya_s0114.g13,153,148,47,82,110,209,88,74,23,200,0,39,41,163,7,25,25,78,32
ahya_s0114.g14,719,559,147,405,1199,1506,420,703,4,1281,0,292,451,821,87,167,440,604,309
ahya_s0114.g15,28,22,0,65,72,56,67,10,0,43,0,5,14,9,10,10,50,52,25
ahya_s0114.g16,493,305,106,325,179,308,159,128,0,325,0,123,49,196,22,36,41,404,306
ahya_s0114.g17,368,145,43,294,269,279,454,212,90,259,79,183,537,415,302,776,172,192,380
ahya_s0114.g18,300,279,116,233,527,753,359,101,37,646,152,95,194,509,91,188,12,376,215
ahya_s0114.g19,4322,2370,1402,6443,3528,4350,4328,4180,1775,4414,2249,4109,4889,4712,2538,8280,1909,3459,5413
ahya_s0114.g21,9846,4804,1859,11133,6402,9372,9349,9388,3069,8972,3932,7878,14592,9573,2843,13576,4540,7071,8684
ahya_s0114.g22,585,411,297,1351,710,1068,664,934,120,896,265,1088,743,852,245,1453,51,608,1155
ahya_s0114.g23,146,79,27,193,153,116,145,154,43,188,7,102,217,131,107,298,15,124,98
ahya_s0114.g24,3515,1428,976,4508,2730,3299,3066,4001,982,2765,1900,2906,4039,3440,1323,6846,704,2232,3804
ahya_s0114.g25,1160,272,341,662,844,455,1334,289,605,393,471,274,1321,477,480,583,469,376,404
ahya_s0114.g26,998,630,300,1152,979,1189,489,879,641,1175,1133,864,935,948,330,888,262,994,751
ahya_s0114.g27,13987,3088,4356,8988,7782,6530,10064,6919,6596,5923,5278,6214,10724,5476,5645,11393,7485,5604,5773
ahya_s0114.g28,12,33,0,7,71,55,0,7,1,56,0,6,20,98,8,25,0,140,19
ahya_s0114.g29,1066,329,129,894,775,903,1252,1051,264,582,721,628,1330,711,310,998,723,541,839
ahya_s0114.g30,3421,1021,838,3159,2504,2393,3824,2921,2416,2154,1444,2280,4454,1747,949,3334,3160,1964,2452
ahya_s0114.g31,83,12,1,66,14,38,47,31,3,48,11,21,10,13,36,23,33,12,17
ahya_s0114.g32,49,68,37,33,28,81,85,63,35,92,82,81,25,84,3,74,122,72,65
ahya_s0114.g33,1390,990,334,3041,2148,2641,1215,1162,450,3162,410,1689,1673,2861,551,2472,951,2092,2313
ahya_s0114.g34,8,6,16,44,36,41,27,52,0,29,0,47,39,32,24,41,27,16,27
ahya_s0114.g35,1446,590,179,907,1208,1097,1295,770,494,980,398,594,1750,1104,399,918,792,1054,757
ahya_s0114.g36,40,25,0,14,12,170,0,93,13,163,0,80,173,61,41,4,0,21,46
ahya_s0114.g37,197,82,20,573,341,215,218,338,19,145,93,348,521,313,100,763,60,234,353
ahya_s0114.g38,544,414,104,1074,681,1086,480,1098,161,870,193,982,1154,835,163,1426,682,713,679
ahya_s0114.g39,874,411,155,675,993,567,1232,554,454,607,226,431,1013,579,285,861,689,552,377
ahya_s0114.g40,1237,606,331,1196,653,759,822,592,168,684,326,464,1174,801,324,673,383,751,642
ahya_s0114.g41,785,98,98,308,309,223,336,707,226,160,542,542,2209,351,342,632,2130,242,381
ahya_s0114.g43,12791,3076,5788,5775,8328,6181,11688,4392,5694,5917,4537,4256,9369,5091,3561,6762,6830,4331,4397
ahya_s0114.g44,832,484,190,1389,1248,1009,887,1442,261,1018,891,1170,2114,919,466,1645,214,635,1143
ahya_s0114.g45,3278,1625,550,2676,2983,2460,2502,479,988,2750,166,559,1403,2765,900,1948,1239,2588,1914
ahya_s0114.g46,696,565,40,726,449,653,371,550,40,632,190,418,508,711,121,600,418,562,557
ahya_s0114.g47,2345,879,423,2092,1744,1845,2576,1593,798,1592,548,1336,2786,1240,864,1940,1243,1387,1221
ahya_s0114.g48,116,39,17,132,73,35,113,18,34,62,11,31,56,27,72,71,54,106,125
ahya_s0114.g49,56,44,6,46,7,39,22,6,31,50,37,3,22,21,13,60,67,46,49
ahya_s0114.g50,641,404,194,971,557,736,741,951,274,774,108,672,1292,810,251,1359,357,605,778
ahya_s0114.g51,6607,3269,1469,6754,5446,6356,6008,7023,1984,6250,2137,5679,7006,4646,2058,5785,2651,4111,3996
ahya_s0114.g52,980,606,238,1857,919,1268,427,923,150,1222,457,756,867,1314,209,1329,259,1172,1261
ahya_s0114.g53,134,115,56,409,227,307,62,156,0,270,0,208,59,160,73,519,0,103,211
ahya_s0114.g54,955,479,349,1096,1355,959,1518,625,138,1111,225,628,779,509,305,752,267,522,340
ahya_s0114.g56,2778,9513,727,44472,1877,39595,289,18247,327,27166,527,34223,488,27186,2035,22578,53,15735,21679
ahya_s0114.g58,1875,1397,437,5880,2422,4855,1094,4861,388,5129,907,5657,2965,3758,526,4294,579,2477,2777
ahya_s0114.g59,66,34,27,42,51,40,26,66,0,20,75,21,34,26,6,21,10,48,62
ahya_s0114.g60,43,21,0,15,14,16,0,5,0,8,0,0,6,6,0,7,0,38,10
ahya_s0114.g61,7,0,0,4,0,4,0,0,0,0,0,9,0,5,0,4,0,4,7
ahya_s0114.g62,2213,536,754,1614,1399,1063,1653,1583,349,1150,510,1522,2870,1255,636,1035,440,696,580
ahya_s0114.g63,66,38,6,50,26,169,46,103,64,144,0,73,43,138,17,49,10,85,54
ahya_s0114.g64,30,22,17,73,34,25,55,15,0,20,0,14,69,51,10,42,43,61,72
ahya_s0114.g65,74,10,0,51,0,82,13,78,0,69,50,72,30,199,60,156,0,337,224
ahya_s0114.g66,1176,638,208,1401,474,2475,840,725,504,2846,1744,664,1031,1677,438,1313,934,461,286
ahya_s0114.g67,349,326,30,1284,381,2487,376,1301,958,3147,2304,1437,282,767,98,993,523,332,216
ahya_s0114.g69,2103,629,375,1372,3417,1180,2466,591,186,1272,597,624,3603,2610,1522,3336,1075,1419,1306
ahya_s0114.g70,982,728,163,753,918,1302,1723,327,257,1254,872,560,891,1374,647,1532,671,882,816
ahya_s0114.g71,431,128,97,562,208,329,307,480,131,421,21,433,559,138,104,389,222,257,372
ahya_s0114.g72,1365,719,796,2228,2141,1823,1716,6630,835,1975,1322,6107,13362,1608,665,4191,20449,1539,1742
ahya_s0247.g2,0,4,13,9,66,3,4,0,0,5,0,4,19,121,0,156,0,20,8
ahya_s0247.g5,2,10,6,20,0,4,0,4,0,4,0,23,0,21,0,4,0,4,9
ahya_s0247.g6,4,0,0,31,0,0,0,15,0,0,0,7,0,11,0,14,0,3,20
ahya_s0247.g16,6,3,0,0,0,0,12,0,0,4,0,0,0,4,0,0,0,0,0
ahya_s0247.g17,27,36,0,62,45,106,39,106,0,66,0,91,48,19,19,77,2,31,40
ahya_s2651.g1,325,73,45,156,101,48,44,43,60,61,0,56,28,99,105,212,33,65,93
ahya_s2183.g1,53,26,64,25,59,77,47,60,7,69,35,65,94,19,30,40,50,37,30
ahya_s0247.g7,0,32,9,72,20,15,0,17,0,20,0,0,0,5,0,17,0,14,23
ahya_s0247.g8,26,17,1,75,5,24,21,70,0,13,0,30,30,25,0,72,0,26,39
ahya_s0247.g9,487,161,93,362,375,510,165,442,118,408,0,319,119,544,93,744,26,297,270
ahya_s0247.g10,924,35,511,1487,0,416,171,15807,342,344,2955,5256,3291,193,328,896,0,129,1015
ahya_s0247.g11,3150,2844,286,128,4349,5830,2074,741,638,7217,2575,435,7424,8766,6354,273,264,4062,1317
ahya_s0247.g12,493,459,295,695,612,960,923,3402,428,740,2989,1780,188,688,31,658,312,265,598
ahya_s0247.g13,230,263,83,421,648,713,1112,1136,99,535,480,665,381,384,46,512,395,430,982
ahya_s0247.g14,381,164,75,435,603,631,595,491,126,485,215,422,728,492,194,786,406,339,473
ahya_s0247.g15,1877,904,963,2730,2192,1653,1254,1717,1103,1557,967,1996,1158,1765,1133,2506,857,1233,2603
ahya_s0540.g2,56,53,14,140,66,59,20,139,0,72,0,115,31,70,26,320,0,41,163
ahya_s1953.g1,5,0,0,21,5,14,7,20,0,6,0,11,13,12,8,17,0,9,7
ahya_s0540.g3,85,19,24,57,0,60,2,49,302,63,0,58,35,135,15,172,0,0,3
ahya_s0967.g1,165,127,17,380,199,188,120,171,0,220,0,227,51,270,59,580,8,228,287
ahya_s0967.g2,77,75,39,143,89,5,13,7,0,19,0,7,20,66,0,42,0,37,55
ahya_s0324.g1,25,26,0,36,17,16,5,35,0,8,0,8,32,5,11,22,0,5,11
ahya_s0324.g7,2584,1087,482,3003,1896,2025,2146,3001,549,1798,571,2134,3305,1385,1059,2971,1120,1407,1956
ahya_s0324.g2,265,124,113,242,157,323,266,208,202,338,219,190,521,305,96,394,103,190,209
ahya_s0324.g3,2733,716,1336,1718,2315,1111,2849,976,881,1159,1675,832,2344,897,799,1352,887,939,1361
ahya_s0324.g4,854,456,231,1285,568,804,658,908,95,733,497,715,1392,891,410,970,113,466,546
ahya_s0324.g5,93,29,19,122,88,62,124,62,54,41,9,63,116,52,44,75,17,72,58
ahya_s0324.g6,13027,4301,2027,10252,10586,8189,14912,8791,5527,8235,5453,7102,14553,8125,4478,10025,6063,5906,6971
ahya_s0324.g8,1208,958,522,2174,1521,1389,604,2772,122,1470,320,1934,2837,1221,389,1811,757,1252,1633
ahya_s0324.g9,8633,3206,1899,7237,4068,6903,5022,6304,2256,5652,2941,5099,10384,5534,2757,8259,4243,4264,4882
ahya_s0324.g10,980,529,442,1117,699,1112,254,919,106,1118,87,857,816,1527,218,793,0,976,675
ahya_s0324.g11,1971,947,416,2980,1441,1645,1394,2118,549,1612,698,1691,2592,1538,255,2749,365,1360,1872
ahya_s0324.g12,2210,1135,1333,2405,1476,1212,1499,1018,206,1056,59,1171,1588,926,644,1601,655,1798,2052
ahya_s0324.g13,2326,1951,746,4656,1757,2571,617,1874,17,2048,0,1814,597,621,205,887,98,1166,1505
ahya_s0324.g14,57,14,0,20,84,60,12,8,0,26,0,29,0,30,0,18,0,55,64
ahya_s0324.g15,1505,606,408,1175,920,725,459,626,191,645,53,496,397,309,176,281,497,529,578
ahya_s0324.g16,163,128,115,226,249,382,77,215,18,280,0,236,103,57,54,74,19,205,167
ahya_s0049.g7,0,4,0,0,15,4,0,9,0,21,0,5,0,11,0,0,0,0,0
ahya_s0049.g12,0,0,0,4,0,7,9,0,0,0,0,4,0,13,0,15,0,0,4
ahya_s0049.g23,0,8,9,29,0,92,0,61,1,36,0,23,6,14,42,96,0,62,14
ahya_s0049.g24,194,175,47,564,218,269,273,107,7,111,0,137,316,291,92,488,84,156,80
