gene_id,Ah11_30_21,Ah11_30_22,Ah11_34_21,Ah11_34_22,Ah17_30_21,Ah17_30_22,Ah17_34_21,Ah17_34_22,Ah2_30_21,Ah2_30_22,Ah2_34_21,Ah2_34_22,Ah4_30_21,Ah4_30_22,Ah4_34_21,Ah4_34_22,Ah8_30_21,Ah8_30_22,Ah8_34_22
ahya_s0073.g1,3,7,14,45,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0
ahya_s0073.g9,14,0,0,0,5,4,3,0,0,0,0,3,19,4,3,34,0,0,6
ahya_s0073.g7,34,39,2,30,0,0,0,0,0,0,0,0,5,69,0,36,20,9,0
ahya_s0073.g10,97,41,37,65,201,36,49,11,49,31,0,15,0,213,30,309,22,20,15
ahya_s0073.g2,0,0,0,20,0,0,0,15,0,10,0,14,0,23,0,14,10,7,21
ahya_s0073.g3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ahya_s0073.g4,0,4,0,8,7,0,4,0,0,7,0,0,0,27,0,9,0,0,0
ahya_s0073.g5,0,3,0,0,0,0,7,0,0,2,0,2,0,3,0,0,0,2,1
ahya_s0340.g1,1857,1595,126,393,5776,435,6767,12,0,501,33,54,54,0,38,4,1345,3171,4021
ahya_s0340.g2,128,36,85,38,2176,5,1451,0,0,0,0,5,17,7,0,31,2449,146,166
ahya_s0073.g45,36,33,7,127,38,196,12,202,0,237,0,142,0,33,10,32,21,303,217
ahya_s0073.g46,72,13,0,12,6,49,0,22,4,30,0,22,2,70,0,17,0,10,17
ahya_s0073.g47,1,7,0,23,0,2,0,0,0,9,0,12,0,0,0,0,0,4,0
ahya_s0073.g48,19,47,25,109,0,3,0,0,0,0,0,0,0,0,6,0,0,22,26
ahya_s1845.g1,35,24,18,117,101,330,149,336,152,352,247,449,390,197,69,523,0,155,272
ahya_s0073.g49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0073.g50,0,10,0,55,0,40,6,39,0,30,0,40,16,26,13,19,0,23,13
ahya_s0073.g51,8,7,88,159,104,44,78,811,46,46,420,779,392,3362,0,4223,381,70,354
ahya_s0073.g52,11,0,0,4,15,3,24,5,0,0,0,5,36,409,0,386,167,3,23
ahya_s0731.g2,131,95,67,340,103,203,156,169,19,124,51,183,337,125,80,291,27,121,145
ahya_s0731.g1,5946,2415,1902,4403,2718,3907,3629,2467,2711,3867,4443,2827,2075,1586,1406,2080,2349,2592,2931
ahya_s0073.g11,0,4,0,0,13,6,10,7,0,3,0,7,0,27,0,14,10,3,8
ahya_s0073.g13,0,0,0,0,0,0,0,0,0,0,0,0,210,5,86,0,0,9,11
ahya_s0073.g21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
ahya_s0073.g23,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,1
ahya_s0073.g25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0073.g26,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ahya_s0073.g28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0073.g29,0,0,0,4,0,27,18,22,0,20,0,14,0,3,0,7,14,15,16
ahya_s0073.g32,0,0,16,9,0,15,0,7,0,5,0,12,3,61,6,17,0,0,2
ahya_s0073.g35,0,0,0,0,15,10,4,0,0,0,38,0,0,73,15,87,3,57,15
ahya_s0073.g37,0,2,0,6,0,5,10,2,0,2,0,0,0,142,0,245,3,3,2
ahya_s0073.g38,0,10,0,17,19,4,0,0,13,10,0,10,0,13,0,11,0,12,8
ahya_s0073.g40,0,0,0,4,0,36,0,2,0,10,0,9,0,0,0,0,0,0,7
ahya_s0073.g12,36,4,0,8,87,12,79,5,0,18,0,9,11,54,21,56,18,19,19
ahya_s0073.g14,5,10,0,18,0,2,0,3,0,0,0,3,0,38,0,79,0,38,85
ahya_s0073.g15,1744,2001,173,2645,1156,1901,2301,6908,247,1673,1325,4373,3680,3338,531,7253,396,3897,5067
ahya_s0073.g16,4402,3631,1745,4682,2532,3218,8259,7837,843,3117,1694,5423,10592,6775,2610,14164,5242,8040,9275
ahya_s0073.g17,166,163,132,277,101,354,161,506,50,348,170,395,1127,564,595,760,230,364,339
ahya_s0073.g18,133,69,42,214,29,8,0,0,0,0,0,0,11,0,3,10,0,0,0
ahya_s0073.g19,1341,1360,490,2710,1215,1616,649,1379,315,1701,416,1520,129,425,46,390,171,255,264
ahya_s0073.g20,136,91,16,371,264,285,128,250,79,287,390,317,206,166,142,433,28,281,457
ahya_s0073.g22,89,55,28,57,247,358,70,116,0,388,23,153,22,168,30,53,0,140,52
ahya_s0073.g24,13,12,5,45,0,15,0,9,0,27,0,7,12,0,1,0,0,17,17
ahya_s0073.g27,3,0,1,13,0,10,0,3,0,11,0,9,7,0,0,3,0,0,0
ahya_s0073.g30,223,57,35,159,86,0,45,0,0,0,0,0,67,53,5,61,45,3,3
ahya_s0073.g31,49,30,27,41,0,12,4,10,0,17,0,22,0,41,0,25,0,54,40
ahya_s0073.g33,368,296,44,202,165,0,60,0,0,0,0,0,0,168,0,111,0,0,0
ahya_s0073.g34,15,1,8,23,0,0,25,6,0,6,0,2,5,11,0,17,0,7,20
ahya_s0073.g36,20,5,0,4,30,22,9,22,0,12,0,29,13,107,0,93,0,3,5
ahya_s0073.g39,5,0,0,0,0,29,1,15,3,25,0,11,48,40,5,43,0,241,137
ahya_s0073.g41,95,16,8,90,38,65,23,47,0,48,0,48,0,17,6,0,0,32,39
ahya_s0073.g42,15,16,7,60,241,0,84,4,0,0,0,0,42,16,32,4,22,47,44
ahya_s0073.g43,71,74,18,120,62,70,13,64,20,58,13,37,28,19,12,19,0,61,52
ahya_s0227.g1,2328,1754,481,3700,1922,2764,1357,1678,149,2634,727,2014,865,2475,674,2996,413,2043,2478
ahya_s0227.g2,1327,741,276,1290,1199,1217,1987,231,351,1229,504,265,1328,1579,347,2260,91,960,1477
ahya_s0227.g18,0,0,4,7,0,3,0,22,0,0,0,17,14,7,0,8,11,4,6
ahya_s0227.g20,1998,833,747,1510,1765,1393,1157,779,645,1535,1262,822,1012,1421,687,1163,899,1175,1020
ahya_s0227.g22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0227.g3,1622,694,783,1959,953,1377,942,1265,636,1214,1882,1384,1357,1394,549,1799,332,1356,1707
ahya_s0227.g4,381,157,405,434,179,228,155,433,75,206,176,302,983,264,111,287,220,186,212
ahya_s0227.g5,325,229,170,739,274,518,126,617,10,454,0,600,222,418,46,641,24,393,585
ahya_s0227.g6,6102,2288,1688,7344,4827,3862,5568,5166,1390,4017,7106,5037,6968,3903,2771,7789,1870,2995,5061
ahya_s0227.g7,10458,3855,2909,9547,6682,6296,10983,6291,3018,5892,3288,5462,12714,6262,2175,10412,3546,4251,5811
ahya_s0227.g8,2704,1165,576,3671,1254,1684,2782,1268,123,1439,102,1245,1101,1217,319,2657,220,1339,1645
ahya_s0227.g9,1590,289,910,1181,1476,762,1312,812,3027,693,1345,745,1579,731,1511,1327,687,490,1005
ahya_s0227.g10,4874,2391,1256,4160,2979,3141,3933,1933,1280,2987,945,1690,4453,3400,1299,2225,2386,3072,2638
ahya_s0227.g11,1665,1032,454,2102,1212,1421,2114,1024,633,1402,601,1011,2515,1382,440,1695,998,1108,2742
ahya_s0227.g12,5954,1024,683,3569,3802,4170,3284,1670,2017,4531,2231,1487,900,1312,495,555,1104,1659,1459
ahya_s0227.g13,3118,467,936,1962,1453,1500,1444,5863,2417,1461,5914,4138,3398,1044,535,2977,1147,896,2152
ahya_s0227.g14,1356,401,375,976,2589,1369,1558,11486,219,1323,755,6950,2422,769,335,778,1905,790,747
ahya_s0227.g15,7028,1949,1746,4286,4479,4730,3731,10718,3330,4330,5214,8325,8320,4505,2400,9122,3426,2618,3240
ahya_s0227.g16,855,268,310,1018,1197,852,466,710,322,712,180,812,1012,638,264,1033,228,683,857
ahya_s0227.g17,139,91,25,219,59,187,68,537,9,212,0,380,662,80,0,182,50,103,197
ahya_s0227.g19,1133,311,1330,675,612,796,214,686,53,873,0,1287,5462,1384,51,483,958,480,309
ahya_s0227.g21,1990,1190,644,3573,1916,2305,1414,2777,193,2239,807,2549,3075,1938,618,3374,1018,1593,2312
ahya_s0227.g23,2258,464,397,1438,784,637,703,548,765,542,441,500,634,574,420,940,332,588,876
ahya_s0227.g24,4802,2338,1490,3396,14533,8361,12465,1427,744,10331,6015,1598,6101,5534,1318,3200,14544,5595,4457
ahya_s0227.g25,3082,836,1121,1334,1438,609,1630,373,1545,569,1271,339,4243,1946,554,830,1910,617,812
ahya_s0227.g26,3127,895,964,1199,1017,1026,1405,604,1439,940,1835,487,1750,834,357,315,1659,454,490
ahya_s0227.g27,747,145,203,244,236,266,228,149,405,241,303,131,200,175,87,102,307,150,167
ahya_s0227.g28,93,58,78,58,494,1467,1162,1420,1047,2475,4648,1362,1594,77,200,42,867,98,70
ahya_s0148.g5,0,0,0,0,61,308,87,271,27,238,0,192,57,1,12,1,17,70,108
ahya_s0148.g9,154,141,29,269,348,627,73,394,7,717,27,486,73,170,14,174,24,196,203
ahya_s0148.g10,0,0,0,0,0,2,0,0,0,1,0,3,0,139,0,42,0,0,0
ahya_s0148.g23,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0
ahya_s0148.g24,0,6,13,10,0,0,0,0,0,4,0,5,15,18,6,13,0,9,0
ahya_s0148.g50,522,465,99,1308,662,1287,210,457,0,897,12,509,358,2324,138,1769,21,1153,827
ahya_s0148.g1,48,5,0,24,91,300,46,191,36,282,39,127,83,39,8,61,35,25,27
ahya_s0148.g2,117,111,50,222,134,159,65,273,2,286,14,204,31,110,32,182,9,143,179
ahya_s0148.g3,142,51,13,141,76,1030,79,711,221,866,154,540,107,42,37,32,12,191,174
ahya_s0148.g4,20,11,0,17,393,361,219,301,10,423,43,223,344,30,85,23,67,236,224
ahya_s0148.g6,231,168,49,300,473,253,250,172,61,252,25,177,255,34,52,14,27,413,321
ahya_s0148.g7,28,18,1,19,69,58,10,38,0,51,0,29,8,23,9,7,1,60,39
ahya_s0148.g8,247,165,123,282,395,460,315,259,113,450,112,323,175,47,136,37,109,416,260
ahya_s0148.g11,25,12,0,24,0,23,0,19,0,27,0,11,5,9,0,7,0,21,20
ahya_s0148.g12,34,28,24,55,28,34,4,30,16,27,10,29,44,13,6,15,12,16,29
ahya_s0148.g13,38,6,32,10,211,5,112,15,0,15,0,12,287,0,78,0,0,159,110
ahya_s0148.g14,134,69,58,213,169,281,300,121,13,254,121,101,118,217,71,265,16,178,170
ahya_s0148.g15,2193,444,561,788,1131,870,1393,702,1032,654,537,587,1236,521,751,717,600,525,660
ahya_s0148.g16,657,166,272,303,470,348,467,321,732,320,687,247,518,489,354,459,411,205,239
ahya_s0148.g17,1314,603,260,1399,1328,1680,1798,1221,375,1748,634,1184,1167,1358,280,2024,348,754,941
ahya_s0148.g18,35,31,8,37,24,78,8,130,0,31,0,30,62,39,8,41,0,19,47
ahya_s0148.g19,4,11,10,28,0,33,4,29,0,34,71,28,26,6,0,5,0,24,22
ahya_s0148.g20,317,180,42,472,608,342,228,109,9,363,83,112,83,562,203,80,12,237,161
ahya_s0148.g21,81,7,20,21,28,32,34,18,14,38,0,9,166,230,75,315,0,14,10
ahya_s0148.g22,10,0,1,16,10,51,13,35,0,31,0,27,0,7,0,7,0,30,12
ahya_s0148.g25,526,311,220,1680,380,888,525,1345,311,724,69,1123,834,552,370,1796,58,477,1538
ahya_s0148.g26,1062,605,272,1783,750,1058,1187,1485,60,908,77,1415,1960,728,229,2134,137,1000,1492
ahya_s0148.g27,2471,726,757,1800,1616,1598,2428,1863,1942,1414,1164,1971,4697,1486,608,2477,1236,1265,1379
ahya_s0148.g28,2207,1082,875,2432,1596,1985,1786,2072,1601,2265,1556,1780,2692,1603,915,2362,1779,1433,1918
ahya_s0148.g29,897,934,339,1928,599,1314,501,319,143,731,308,729,2864,1822,525,1855,296,885,876
ahya_s0148.g30,1725,717,354,2927,1474,1669,1991,3306,1215,1617,2735,2959,3554,1791,851,5881,743,1033,3074
ahya_s0148.g31,145,120,23,221,74,129,128,165,46,144,127,144,84,120,60,442,71,125,387
ahya_s0148.g32,444,278,66,571,318,434,381,534,107,374,187,470,172,453,66,734,555,329,584
ahya_s0148.g33,2385,802,2014,2837,2376,1563,3223,5367,3418,1391,2296,3753,5822,1402,2308,4611,9354,1063,2294
ahya_s0148.g34,346,215,144,830,445,539,914,555,290,734,363,453,579,440,137,744,295,323,344
ahya_s0148.g35,316,193,54,243,95,274,260,141,49,255,55,145,105,135,0,114,223,151,173
ahya_s0148.g36,824,918,90,310,623,1473,468,51,31,2074,111,47,174,2077,160,69,726,1699,609
ahya_s0148.g37,739,107,104,169,206,565,195,893,574,652,2026,658,585,521,229,203,130,295,170
ahya_s0148.g38,70,40,28,42,49,266,19,219,489,249,754,177,161,477,72,47,0,242,64
ahya_s0148.g39,697,266,93,529,185,388,386,158,462,547,175,304,596,592,245,525,74,344,358
ahya_s0148.g40,346,98,78,262,79,113,173,106,182,137,135,134,132,109,76,369,42,74,98
ahya_s0148.g41,3967,1042,1814,3250,1748,2147,2005,2523,1104,2187,1902,2485,2525,1627,1554,2915,925,1616,2116
ahya_s0148.g42,787,170,306,207,686,410,698,238,605,377,79,202,476,290,269,238,309,349,247
ahya_s0148.g43,257,102,24,255,148,24,17,9,0,33,0,11,69,174,14,107,0,201,225
ahya_s0148.g44,16,6,5,20,0,15,0,31,0,9,0,20,14,0,0,23,0,67,57
ahya_s0148.g45,167,169,18,427,221,203,282,197,7,211,0,230,87,154,67,221,30,102,143
ahya_s0148.g46,821,360,114,712,331,65,214,7,5,55,0,25,72,121,16,204,56,230,227
ahya_s0148.g47,1640,665,312,1036,950,80,1132,11,17,56,0,6,398,539,115,425,633,739,539
ahya_s0148.g48,90,20,16,105,46,19,22,8,0,15,0,7,31,38,19,61,0,50,53
ahya_s0148.g49,82,34,34,53,214,37,118,12,0,33,0,33,10,23,10,6,17,31,39
ahya_s0148.g51,122,157,51,226,60,415,117,125,34,316,95,173,367,420,56,454,12,283,132
ahya_s0011.g250,73,60,24,161,156,372,70,178,0,360,0,236,80,367,18,506,0,320,353
ahya_s1612.g1,76,27,7,179,36,63,32,90,5,80,52,85,80,80,6,123,0,48,75
ahya_s0748.g3,429,239,141,563,246,248,329,432,237,214,196,391,518,289,155,588,259,198,329
ahya_s0748.g4,43,47,4,62,263,75,412,11,18,71,0,10,285,145,237,169,0,83,57
ahya_s0748.g1,708,193,159,476,56,223,115,338,231,239,124,225,144,124,26,381,0,43,60
ahya_s0748.g2,5504,2955,2318,8514,6918,4447,7523,5036,1639,3853,7458,5762,17062,6048,5953,11761,1496,2186,3684
ahya_s0863.g1,633,344,49,114,576,231,38,0,0,216,0,4,534,170,476,63,13,518,573
ahya_s0276.g1,17,12,6,44,49,32,10,36,4,12,0,50,23,12,9,52,0,13,48
ahya_s0276.g2,40,21,2,83,79,415,76,360,81,388,215,318,271,255,44,446,11,89,126
ahya_s0521.g2,151,60,139,159,109,6,85,0,0,0,0,0,0,606,0,781,44,224,146
ahya_s0521.g3,20,0,0,12,0,14,0,12,0,5,0,8,30,3,24,0,0,6,0
ahya_s0521.g1,1084,468,464,1324,500,0,220,0,0,0,0,0,0,373,0,452,37,5,4
ahya_s0432.g2,25,0,0,31,0,40,31,14,0,44,47,10,10,27,0,35,0,32,32
ahya_s0432.g1,1431,281,535,842,686,689,738,913,850,672,612,788,1506,632,660,813,2036,574,608
ahya_s0432.g4,6,7,0,27,202,262,76,173,35,258,24,138,184,196,64,153,18,342,331
ahya_s0146.g1,4,1,0,13,0,4,0,8,0,7,0,6,0,0,0,15,6,0,3
ahya_s0432.g3,158,164,57,300,44,89,15,40,3,84,0,60,315,25,91,30,0,34,65
ahya_s0276.g7,376,464,117,623,336,657,278,306,43,516,81,343,162,438,109,455,81,393,379
ahya_s0276.g8,116,124,13,162,79,122,7,69,0,134,25,103,10,76,45,124,0,95,104
ahya_s0276.g12,0,10,0,0,7,172,0,70,0,170,0,111,10,61,5,41,0,354,326
ahya_s0276.g14,3638,697,5677,3305,1450,1953,1436,4811,13397,2189,15448,3504,2692,972,560,2312,3862,843,970
ahya_s0276.g16,612,276,93,939,154,1300,167,7855,136,684,1534,4908,585,960,418,1930,84,779,1045
ahya_s0276.g17,31,7,10,55,24,58,4,157,0,53,0,114,93,12,0,36,0,24,53
ahya_s0276.g4,911,368,132,828,1492,967,2613,847,123,974,514,792,657,548,175,909,751,476,712
ahya_s0276.g5,7360,1556,4666,4000,5029,3395,5735,3607,8745,3100,3460,2954,9460,2466,2733,3993,15220,2174,2675
ahya_s0276.g6,201,191,56,338,291,384,237,249,28,331,209,288,651,325,386,708,36,200,334
ahya_s0276.g9,1047,1776,141,2404,728,2407,769,1054,140,2294,533,2201,1370,2708,1043,4663,317,999,2548
ahya_s0276.g10,43,41,37,119,33,42,24,90,0,60,27,49,40,70,53,96,16,50,55
ahya_s0276.g11,1730,926,804,2120,2160,9,1615,4,0,11,68,4,9,13,0,0,496,855,740
ahya_s0276.g13,103,47,28,59,73,59,25,38,0,84,0,63,9,64,0,30,0,96,73
ahya_s0276.g15,17932,3542,12680,35061,7810,5198,7937,27369,31068,4471,13489,17285,29743,2576,2167,30118,10848,2340,10394
ahya_s0146.g39,182,67,25,215,56,186,52,152,26,139,94,149,270,361,215,730,44,125,227
ahya_s0146.g41,78,108,19,125,30,38,73,106,51,54,20,107,4,0,0,0,9,7,34
ahya_s2321.g1,84,85,10,100,15,135,19,48,5,139,0,45,0,65,0,62,2,0,15
ahya_s0754.g1,59,62,12,73,12,32,0,19,0,48,0,26,83,86,25,100,0,50,50
ahya_s0754.g2,145,70,31,92,75,76,43,47,30,99,0,82,91,62,13,51,46,76,57
ahya_s0011.g2,0,2,0,0,0,55,0,39,0,23,0,16,34,0,35,6,0,0,0
ahya_s0011.g4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahya_s0011.g5,0,0,0,0,9,191,4,109,65,201,68,132,36,72,0,73,0,2739,3595
ahya_s0011.g6,0,4,0,5,256,5,128,1,11,17,0,9,8,16,11,0,18,16,10
ahya_s0011.g7,0,1,0,0,0,7,0,4,0,11,0,8,0,0,0,5,0,1,0
ahya_s0011.g8,0,0,0,0,0,214,0,109,0,116,0,135,0,5,0,2,0,131,86
ahya_s0011.g17,1577,678,936,1679,1192,1412,1536,1692,371,1280,1140,1343,2102,1098,374,1911,433,1036,1516
ahya_s0011.g27,3734,1357,1131,4520,3932,2833,3656,3407,3728,2525,1735,3270,5764,2927,1653,5256,1348,2243,3464
ahya_s0011.g39,0,4,0,0,27,113,13,66,0,87,0,71,0,179,8,216,0,52,57
ahya_s0011.g45,0,0,0,0,2606,466,3010,138,44,430,18,163,2741,323,1419,165,1220,791,301
ahya_s0011.g48,1016,242,125,602,411,509,472,285,310,470,378,267,222,312,85,375,239,354,416
ahya_s0011.g52,0,20,32,48,48,49,24,41,0,58,61,53,45,42,23,43,12,14,14
ahya_s0011.g58,335,178,100,333,120,313,75,309,130,290,255,235,200,141,107,272,0,222,257
ahya_s0011.g60,0,0,0,0,9,16,0,9,0,2,0,5,0,21,0,6,0,0,0
ahya_s0011.g67,0,3,0,17,17,46,0,57,1,32,0,33,0,1,9,0,0,51,19
ahya_s0011.g72,0,0,0,0,42,96,24,38,16,89,0,28,0,44,0,57,0,191,172
ahya_s0011.g83,199,171,115,344,200,268,114,298,29,234,47,264,277,331,68,421,31,200,170
ahya_s0011.g84,9405,3767,2312,10627,6857,6171,12189,6682,3666,6372,2860,6687,11961,6337,4175,14168,2791,4540,8300
ahya_s0011.g87,11,29,0,33,0,31,22,47,0,41,0,17,27,24,8,22,0,27,41
ahya_s0011.g94,573,460,253,886,569,737,364,494,65,829,0,468,804,619,205,516,27,801,597
ahya_s0011.g105,0,0,0,0,26,19,8,93,0,9,0,89,11,1,0,0,25,0,0
ahya_s0011.g107,0,0,0,0,305,0,96,1,0,0,0,1,0,0,0,0,14,0,0
ahya_s0011.g114,0,0,0,0,47,125,10,32,0,105,0,61,0,3,0,0,0,0,0
ahya_s0011.g124,3608,1345,852,3581,2752,2180,2643,3141,1235,2842,2527,2888,1985,2173,1200,4913,2223,2199,3965
ahya_s0011.g127,259,233,65,410,289,663,228,726,169,964,34,457,258,471,86,282,157,484,292
ahya_s0011.g128,189,257,84,437,479,660,133,328,8,580,0,402,74,364,44,214,57,627,593
ahya_s0011.g136,181,150,96,603,147,278,224,1617,80,331,84,1058,861,374,115,924,46,254,339
ahya_s0011.g137,171,75,26,310,125,171,128,386,4,150,181,275,238,133,12,194,40,185,158
ahya_s0011.g138,50,116,6,164,109,163,81,126,40,163,83,145,244,218,0,162,15,148,180
ahya_s0011.g145,0,0,0,0,0,10,0,21,16,5,0,8,0,7,0,21,0,2,24
ahya_s0011.g151,6177,2266,1752,4961,5002,3835,6484,2448,1771,3509,1552,2260,3857,2848,1462,3115,3542,3666,4018
ahya_s0011.g153,0,3,0,12,0,0,0,4,0,0,0,0,8,6,0,0,0,3,2
ahya_s0011.g160,846,438,290,1464,687,1256,479,1396,478,1112,435,1238,815,712,242,1432,114,596,824
ahya_s0011.g162,75,65,24,249,62,107,36,133,0,124,0,180,20,138,22,215,0,100,237
ahya_s0011.g165,0,0,0,0,0,5,0,8,0,0,0,0,0,9,0,0,0,0,11
ahya_s0011.g172,1173,785,637,1326,1383,1390,480,1222,29,1231,132,949,969,1448,271,984,132,1211,713
ahya_s0011.g183,721,387,269,853,673,675,850,811,320,595,183,678,1141,528,477,1035,276,408,692
ahya_s0011.g188,0,0,0,13,0,22,0,0,0,7,0,7,3,11,0,5,0,14,5
ahya_s0011.g191,0,4,9,11,0,16,16,8,0,12,0,7,29,4,0,4,1,4,4
ahya_s0011.g192,0,6,0,25,125,16,19,47,0,25,43,23,51,40,18,20,0,14,23
ahya_s0011.g197,0,0,0,8,14,12,5,0,0,10,0,7,0,8,7,0,0,0,9
ahya_s0011.g204,1005,457,211,1103,882,856,756,850,117,781,341,646,492,790,171,1088,371,780,743
ahya_s0011.g220,1665,621,405,1630,1262,615,939,745,402,625,147,671,1103,828,341,1237,672,750,879
ahya_s0011.g237,210,120,100,216,226,110,257,104,26,208,50,103,233,339,40,290,41,150,156
ahya_s0011.g1,209,152,54,279,427,421,208,308,79,448,164,405,409,252,170,276,42,562,466
ahya_s0011.g3,8,0,0,18,58,166,74,95,0,105,0,64,111,58,16,139,3,70,98
ahya_s0011.g9,40,3,1,11,49,8,25,4,0,20,1,4,0,12,0,10,36,5,3
ahya_s0011.g10,483,113,20,378,109,156,103,158,137,168,218,146,158,93,49,196,74,79,143
ahya_s0011.g11,2859,1105,796,2867,1634,1518,1154,2061,791,1278,347,1582,2125,1338,746,2225,1121,979,1528
ahya_s0011.g12,753,135,112,368,470,1765,870,738,613,1719,1624,569,965,316,477,417,362,244,267
ahya_s0011.g13,656,548,253,844,1570,1665,837,2287,257,1460,275,1616,2966,2124,227,1646,826,884,1019
ahya_s0011.g14,19,29,4,49,78,113,76,63,11,82,0,61,28,42,10,46,0,75,49
ahya_s0011.g15,1018,185,470,501,820,607,623,715,1471,579,1057,492,1124,377,347,448,363,324,258
ahya_s0011.g16,6644,3911,1290,5276,8972,6555,3476,2705,445,7454,1356,2595,1781,7085,1481,3245,2316,5045,3564
ahya_s0011.g18,20288,5002,6068,9837,12118,6662,12981,5433,5736,6389,4920,5189,11387,8430,6773,12860,12748,6316,7753
ahya_s0011.g19,13695,2237,1766,3952,4122,3506,3592,5392,430,2735,809,2564,7620,2129,3362,1351,2124,2058,2544
ahya_s0011.g20,105,57,12,96,20,164,10,69,0,89,48,88,27,105,28,228,20,54,54
ahya_s0011.g21,478,320,135,544,268,580,198,509,171,562,261,472,715,608,149,674,257,387,424
ahya_s0011.g22,1562,869,840,3136,1528,1389,852,2874,363,1189,312,2299,3207,1863,508,3523,845,1141,2069
ahya_s0011.g23,4773,2679,651,426,2656,881,564,46,213,693,0,53,12383,986,9838,153,370,4666,2419
ahya_s0011.g24,3943,2098,649,510,531,190,34,1,18,106,24,11,2959,1428,1869,488,51,3065,2448
ahya_s0011.g25,1231,568,300,388,539,792,1045,550,782,657,566,440,1362,488,656,367,631,508,480
ahya_s0011.g26,561,166,80,366,262,390,206,174,55,460,184,232,361,566,157,451,41,237,140
ahya_s0011.g28,14,26,4,76,20,0,4,0,0,0,0,0,0,5,8,0,0,52,19
ahya_s0011.g29,86,85,33,242,278,179,268,94,37,187,90,98,347,191,82,281,51,356,308
ahya_s0011.g30,2946,1567,796,3723,1999,2243,2466,3829,822,2332,2502,3231,2066,2195,793,4461,472,1614,2623
ahya_s0011.g31,776,324,198,957,822,606,767,774,65,572,232,498,995,662,327,974,195,452,631
ahya_s0011.g32,2244,1290,628,2512,1787,1738,920,1281,119,1711,604,1436,1721,1879,336,2069,417,1165,968
ahya_s0011.g33,393,251,82,656,354,417,188,323,43,313,0,234,193,292,50,457,20,369,220
ahya_s0011.g34,654,351,257,915,289,474,540,1176,94,424,83,680,967,487,203,666,188,419,580
ahya_s0011.g35,1085,948,277,1880,1946,2264,853,1633,211,2141,454,1710,1602,2135,357,2525,539,1467,1553
ahya_s0011.g36,34,26,15,77,74,271,51,79,36,253,73,102,16,218,7,172,0,90,81
ahya_s0011.g37,108,133,25,192,118,126,33,77,0,123,0,118,10,200,6,217,21,45,45
ahya_s0011.g38,18,19,17,46,43,182,11,126,13,163,71,151,35,82,0,68,0,35,33
ahya_s0011.g40,64,52,9,122,67,251,20,158,5,222,0,165,14,312,26,357,0,160,109
ahya_s0011.g41,14,5,1,9,44,32,5,18,0,21,0,22,3,93,3,102,0,43,31
ahya_s0011.g42,554,296,161,667,397,1069,327,867,477,944,804,702,402,868,182,1107,98,381,402
ahya_s0011.g43,265,186,24,439,182,710,272,381,207,665,197,390,192,347,126,379,64,232,237
ahya_s0011.g44,1324,673,339,1749,945,3376,1308,3051,1371,3138,1675,2478,1898,1966,598,2776,360,893,1131
ahya_s0011.g46,1904,1033,454,3746,1069,2005,1556,2529,415,1792,493,2579,2766,1158,695,2746,1311,1186,2683
ahya_s0011.g47,7962,3765,1815,12001,4391,6320,4522,5855,534,6119,4822,6230,4623,5750,1877,9838,718,4156,7658
ahya_s0011.g49,288,108,75,233,355,239,414,93,209,270,5,104,149,250,96,343,185,204,197
ahya_s0011.g50,618,325,145,3824,523,1024,671,2766,242,744,198,1673,3026,835,457,10003,86,746,3090
ahya_s0011.g51,12078,2861,2406,11465,9675,8423,6744,6581,7085,7531,9468,6993,8588,3625,11826,10529,2957,6083,10281
ahya_s0011.g53,6310,2819,3765,6309,5748,6027,3109,4152,1906,6118,4284,5219,4605,4475,2412,3701,1048,4272,3833
ahya_s0011.g54,242,146,10,325,118,191,144,340,0,179,104,196,270,149,46,308,219,297,281
ahya_s0011.g55,166,87,18,164,228,255,162,91,84,210,93,75,119,167,30,169,8,206,130
ahya_s0011.g56,2604,621,506,1379,1493,1275,1497,898,1023,1140,468,798,1607,956,600,915,578,685,755
ahya_s0011.g57,500,202,150,708,346,333,505,469,360,268,241,438,366,310,130,898,120,198,471
ahya_s0011.g59,304,203,48,389,294,331,156,402,53,321,38,302,374,174,83,316,28,235,255
ahya_s0011.g61,58,58,22,148,11,374,4,184,26,348,121,143,0,41,17,27,0,0,0
ahya_s0011.g62,77,72,21,154,79,227,31,141,0,218,52,120,187,123,19,126,19,82,81
ahya_s0011.g63,711,296,242,954,989,806,444,2162,146,784,366,1177,991,640,230,1248,463,322,557
